,album_number,Album Name,               Acousticness,         Danceability,Energy,Loudness         ,Beats per Minute                ,                         Song Length (seconds)
0,1.0,"Whatever People Say I Am, That's What I'm Not",0.03860244453098986,0.5270432692307693,0.7675662822494351,0.8086752604824896,0.5338746465615443,0.2642834386859907
1,2.0,Favourite Worst Nightmare (Standard Version),0.08412169997536122,0.52734375,0.7752447192168984,0.8072289156626508,0.6778306752620553,0.24994564254238025
2,3.0,Humbug,0.06082774047972752,0.387109375,0.6695517774343123,0.6543263964950712,0.427146528510694,0.46994553829520125
3,4.0,Suck It and See,0.0032570829062334244,0.396484375,0.8115662029881503,0.8151165267129122,0.4991366201743436,0.3133670200646035
4,5.0,AM,0.1495726590800004,0.6282552083333334,0.4728232869654818,0.661106547401728,0.39359880648572454,0.3492429420936705
5,6.0,Tranquility Base Hotel & Casino,0.18760604393751387,0.6706321022727273,0.5890122242517914,0.848393574297189,0.4621300556394783,0.4135718454634404
