,bars_count,beats_count,bpm,href,id,id,instrumentalness,liveness,name,sections_count,segments_count,song_length_seconds,speechiness,tatums_count,time_signature,track_number,release_date,album_name,song_name,acousticness,danceability,energy,loudness,key,mode,tempo,valence,year,month,day,album_number
59,93,373,0.03493569210134909,https://api.spotify.com/v1/tracks/4KGyQfes7t5BiaoBvs380e,4KGyQfes7t5BiaoBvs380e,4KGyQfes7t5BiaoBvs380e,0.0,0.0427,Fake Tales Of San Francisco,7,626,177.946,0.0449,746,4,3,2006-02-21,"Whatever People Say I Am, That's What I'm Not",Fake Tales Of San Francisco,0.00998,0.454,0.778,-4.225,9,1,127.158,0.704,2006,02,21,1
60,85,337,0.039796976374530876,https://api.spotify.com/v1/tracks/3Rleu2vd9qHGjRJdcFtPbC,3Rleu2vd9qHGjRJdcFtPbC,3Rleu2vd9qHGjRJdcFtPbC,0.0,0.345,Dancing Shoes,6,540,141.133,0.0461,674,4,4,2006-02-21,"Whatever People Say I Am, That's What I'm Not",Dancing Shoes,0.00328,0.522,0.889,-4.137,1,1,144.499,0.852,2006,02,21,1
61,55,224,0.028539467280265216,https://api.spotify.com/v1/tracks/5ojVq0bohB1uEEMga1IO3j,5ojVq0bohB1uEEMga1IO3j,5ojVq0bohB1uEEMga1IO3j,0.0,0.296,You Probably Couldn't See For The Lights But You Were Staring Straight At Me,7,583,130.813,0.0589,448,4,5,2006-02-21,"Whatever People Say I Am, That's What I'm Not",You Probably Couldn't See For The Lights But You Were Staring Straight At Me,0.00384,0.58,0.972,-4.274,11,0,105.492,0.926,2006,02,21,1
62,76,302,0.028982836786321638,https://api.spotify.com/v1/tracks/28J7s6ylqLYzBUTBSUyEjm,28J7s6ylqLYzBUTBSUyEjm,28J7s6ylqLYzBUTBSUyEjm,0.0,0.0973,Still Take You Home,8,679,173.666,0.0378,604,4,6,2006-02-21,"Whatever People Say I Am, That's What I'm Not",Still Take You Home,0.000669,0.599,0.946,-4.192,8,1,108.934,0.653,2006,02,21,1
63,54,219,0.027050462081181035,https://api.spotify.com/v1/tracks/0RN9h0ojhQWtAD6O8X7Zzp,0RN9h0ojhQWtAD6O8X7Zzp,0RN9h0ojhQWtAD6O8X7Zzp,0.0,0.245,Riot Van,7,412,134.933,0.046,438,4,7,2006-02-21,"Whatever People Say I Am, That's What I'm Not",Riot Van,0.358,0.593,0.333,-14.342,9,1,103.537,0.258,2006,02,21,1
64,64,259,0.030054911134938425,https://api.spotify.com/v1/tracks/1TYRcvY3JTYoLVhADPpDH5,1TYRcvY3JTYoLVhADPpDH5,1TYRcvY3JTYoLVhADPpDH5,0.0,0.0989,Red Light Indicates Doors Are Secured,7,583,143.626,0.0311,518,4,8,2006-02-21,"Whatever People Say I Am, That's What I'm Not",Red Light Indicates Doors Are Secured,0.00316,0.622,0.846,-4.831,11,0,110.683,0.914,2006,02,21,1
65,80,321,0.030494756041951666,https://api.spotify.com/v1/tracks/3geFzA6VBSNZUTmV3bCry6,3geFzA6VBSNZUTmV3bCry6,3geFzA6VBSNZUTmV3bCry6,0.0,0.197,Mardy Bum,10,621,175.44,0.0365,642,4,9,2006-02-21,"Whatever People Say I Am, That's What I'm Not",Mardy Bum,0.0288,0.634,0.599,-5.447,2,1,112.215,0.312,2006,02,21,1
66,149,594,0.03685421366509571,https://api.spotify.com/v1/tracks/2vVHf43MQ8V3gDbo8HRlnJ,2vVHf43MQ8V3gDbo8HRlnJ,2vVHf43MQ8V3gDbo8HRlnJ,8.75e-05,0.0852,Perhaps Vampires Is A Bit Strong But…,12,939,268.626,0.081,1188,4,10,2006-02-21,"Whatever People Say I Am, That's What I'm Not",Perhaps Vampires Is A Bit Strong But…,0.000293,0.371,0.914,-4.917,11,0,134.982,0.394,2006,02,21,1
67,135,541,0.04460759335025288,https://api.spotify.com/v1/tracks/0ZRrJTPXDToRJ2iLo9oLrW,0ZRrJTPXDToRJ2iLo9oLrW,0ZRrJTPXDToRJ2iLo9oLrW,0.0,0.117,When The Sun Goes Down,9,720,202.133,0.199,1082,4,11,2006-02-21,"Whatever People Say I Am, That's What I'm Not",When The Sun Goes Down,0.0341,0.348,0.875,-4.758,11,0,169.152,0.407,2006,02,21,1
68,143,573,0.04937288678874609,https://api.spotify.com/v1/tracks/7gsArdm7rk6X6wsMr2QKWS,7gsArdm7rk6X6wsMr2QKWS,7gsArdm7rk6X6wsMr2QKWS,0.0,0.308,From The Ritz To The Rubble,7,727,193.426,0.0439,1146,4,12,2006-02-21,"Whatever People Say I Am, That's What I'm Not",From The Ritz To The Rubble,0.00147,0.216,0.882,-5.176,11,0,189.286,0.656,2006,02,21,1
69,189,755,0.03799315619967794,https://api.spotify.com/v1/tracks/2CbtdkBeW9Znt4vXTOafAl,2CbtdkBeW9Znt4vXTOafAl,2CbtdkBeW9Znt4vXTOafAl,6.06e-05,0.11,A Certain Romance,11,1144,331.2,0.0401,1510,4,13,2006-02-21,"Whatever People Say I Am, That's What I'm Not",A Certain Romance,0.000566,0.455,0.881,-5.587,11,1,137.949,0.201,2006,02,21,1
